연도,날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
2018,03.24(토),<b>14:00</b>,"<span>LG</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">4</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324LGNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324LGNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T<br />SPO-T,KNN-R<br />GM-R,마산,-
2018,,<b>14:00</b>,"<span>삼성</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">3</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324SSOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324SSOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,S-T,T-R<br />DM-R,잠실,-
2018,,<b>14:00</b>,"<span>롯데</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">6</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324LTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324LTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,M-T,KNN-R<br />PM-R,문학,-
2018,,<b>14:00</b>,"<span>KT</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">4</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324KTHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324KTHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,K-2T,KBC-R,광주,-
2018,,<b>14:00</b>,"<span>한화</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">6</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324HHWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180324&gameId=20180324HHWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T<br />SPO-2T,S-R,고척,-
2018,03.25(일),<b>14:00</b>,"<span>LG</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">7</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325LGNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325LGNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,KNN-R<br />GM-R,마산,-
2018,,<b>14:00</b>,"<span>삼성</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325SSOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325SSOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,T-R<br />DM-R,잠실,-
2018,,<b>14:00</b>,"<span>롯데</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">5</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325LTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325LTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />PM-R,문학,-
2018,,<b>14:00</b>,"<span>KT</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">14</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325KTHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325KTHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KBC-R,광주,-
2018,,<b>14:00</b>,"<span>한화</span><em><span class=""win"">4</span><span>vs</span><span class=""lose"">1</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325HHWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180325&gameId=20180325HHWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,고척,-
2018,03.27(화),<b>18:30</b>,"<span>한화</span><em><span class=""lose"">6</span><span>vs</span><span class=""win"">9</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327HHNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327HHNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">5</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327LTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327LTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />PM-R,잠실,-
2018,,<b>18:30</b>,"<span>KT</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">8</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327KTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327KTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,문학,-
2018,,<b>18:30</b>,"<span>삼성</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">17</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327SSHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327SSHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,T-R<br />KBC-R,광주,-
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327LGWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180327&gameId=20180327LGWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,고척,-
2018,03.28(수),<b>18:30</b>,"<span>한화</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">2</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328HHNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328HHNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">6</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328LTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328LTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />PM-R,잠실,-
2018,,<b>18:30</b>,"<span>KT</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">5</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328KTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328KTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,문학,-
2018,,<b>18:30</b>,"<span>삼성</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">0</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328SSHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328SSHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,T-R<br />KBC-R,광주,-
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""win"">9</span><span>vs</span><span class=""lose"">3</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328LGWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180328&gameId=20180328LGWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,고척,-
2018,03.29(목),<b>18:30</b>,"<span>한화</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">4</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329HHNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329HHNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">4</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329LTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329LTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />PM-R,잠실,-
2018,,<b>18:30</b>,"<span>KT</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">1</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329KTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329KTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,문학,-
2018,,<b>18:30</b>,"<span>삼성</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">7</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329SSHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329SSHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,T-R<br />KBC-R,광주,-
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">9</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329LGWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180329&gameId=20180329LGWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,고척,-
2018,03.30(금),<b>18:30</b>,"<span>KIA</span><em><span class=""win"">4</span><span>vs</span><span class=""lose"">3</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330HTLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330HTLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,잠실,-
2018,,<b>18:30</b>,"<span>NC</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">5</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330NCLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330NCLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,KNN-R<br />PM-R,사직,-
2018,,<b>18:30</b>,"<span>넥센</span><em><span class=""win"">10</span><span>vs</span><span class=""lose"">8</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330WOSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330WOSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R<br />DM-R,대구,-
2018,,<b>18:30</b>,"<span>SK</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">4</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330SKHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330SKHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,TJ-R<br />TM-R<br />DK-R,대전,-
2018,,<b>19:00</b>,"<span>두산</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">2</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330OBKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180330&gameId=20180330OBKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,수원,-
2018,03.31(토),<b>17:00</b>,"<span>KIA</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">6</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331HTLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331HTLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,잠실,-
2018,,<b>17:00</b>,"<span>NC</span><em><span class=""win"">10</span><span>vs</span><span class=""lose"">5</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331NCLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331NCLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,KNN-R<br />PM-R,사직,-
2018,,<b>17:00</b>,"<span>넥센</span><em><span class=""win"">4</span><span>vs</span><span class=""lose"">2</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331WOSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331WOSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R,대구,-
2018,,<b>17:00</b>,"<span>두산</span><em><span class=""lose"">8</span><span>vs</span><span class=""win"">20</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331OBKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331OBKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,수원,-
2018,,<b>17:00</b>,"<span>SK</span><em><span class=""win"">12</span><span>vs</span><span class=""lose"">1</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331SKHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180331&gameId=20180331SKHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,TJ-R,대전,-
2018,04.01(일),<b>14:00</b>,"<span>KIA</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">6</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401HTLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401HTLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,잠실,-
2018,,<b>14:00</b>,"<span>NC</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">3</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401NCLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401NCLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,KNN-R<br />PM-R,사직,-
2018,,<b>14:00</b>,"<span>넥센</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">6</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401WOSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401WOSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R,대구,-
2018,,<b>14:00</b>,"<span>두산</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">9</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401OBKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401OBKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,수원,-
2018,,<b>14:00</b>,"<span>SK</span><em><span class=""win"">13</span><span>vs</span><span class=""lose"">1</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401SKHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180401&gameId=20180401SKHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,,대전,-
2018,04.03(화),<b>18:30</b>,"<span>삼성</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403SSNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403SSNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R<br />KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403LGOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403LGOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">13</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403HTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403HTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,문학,-
2018,,<b>18:30</b>,"<span>KT</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">1</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403KTWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403KTWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,,고척,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""lose"">11</span><span>vs</span><span class=""win"">17</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403LTHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180403&gameId=20180403LTHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,TJ-R<br />KNN-R<br />TM-R<br />PM-R<br />DK-R,대전,-
2018,04.04(수),<b>18:30</b>,"<span>삼성</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">4</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404SSNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404SSNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R<br />KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">6</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404LGOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404LGOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,잠실,-
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""win"">9</span><span>vs</span><span class=""lose"">6</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404HTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404HTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,문학,-
2018,,<b>18:30</b>,"<span>KT</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">10</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404KTWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404KTWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,,고척,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""lose"">6</span><span>vs</span><span class=""win"">7</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404LTHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180404&gameId=20180404LTHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,TJ-R<br />KNN-R<br />TM-R<br />PM-R<br />DK-R,대전,-
2018,04.05(목),<b>18:30</b>,"<span>삼성</span><em><span class=""win"">4</span><span>vs</span><span class=""lose"">1</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180405&gameId=20180405SSNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180405&gameId=20180405SSNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R<br />KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,<span>LG</span><em><span>vs</span></em><span>두산</span>,,,SPO-T,,잠실,우천취소
2018,,<b>18:30</b>,<span>KIA</span><em><span>vs</span></em><span>SK</span>,,,KN-T,,문학,우천취소
2018,,<b>18:30</b>,"<span>KT</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180405&gameId=20180405KTWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180405&gameId=20180405KTWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,,고척,-
2018,,<b>18:30</b>,<span>롯데</span><em><span>vs</span></em><span>한화</span>,,,SS-T,TJ-R<br />KNN-R<br />TM-R<br />PM-R<br />DK-R,대전,우천취소
2018,04.06(금),<b>18:30</b>,<span>NC</span><em><span>vs</span></em><span>두산</span>,,,MS-T,KNN-R,잠실,미세먼지취소
2018,,<b>18:30</b>,<span>삼성</span><em><span>vs</span></em><span>SK</span>,,,SPO-2T,T-R,문학,미세먼지취소
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""win"">14</span><span>vs</span><span class=""lose"">6</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180406&gameId=20180406LGLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180406&gameId=20180406LGLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,사직,-
2018,,<b>18:30</b>,<span>한화</span><em><span>vs</span></em><span>KT</span>,,,SPO-T,,수원,미세먼지취소
