연도,날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
2018,,<b>14:00</b>,"<span>KIA</span><em><span class=""win"">14</span><span>vs</span><span class=""lose"">4</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180422&gameId=20180422HTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180422&gameId=20180422HTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,,잠실,-
2018,,<b>14:00</b>,"<span>SK</span><em><span class=""win"">10</span><span>vs</span><span class=""lose"">4</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180422&gameId=20180422SKLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180422&gameId=20180422SKLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />PM-R,사직,-
2018,,<b>14:00</b>,"<span>KT</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">4</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180422&gameId=20180422KTSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180422&gameId=20180422KTSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,T-R,대구,-
2018,,<b>14:00</b>,"<span>넥센</span><em><span class=""win"">10</span><span>vs</span><span class=""lose"">1</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180422&gameId=20180422WOHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180422&gameId=20180422WOHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,대전,-
2018,04.24(화),<b>18:30</b>,"<span>넥센</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">8</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180424&gameId=20180424WOLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180424&gameId=20180424WOLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,잠실,-
2018,,<b>18:30</b>,"<span>두산</span><em><span class=""win"">10</span><span>vs</span><span class=""lose"">9</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180424&gameId=20180424OBSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180424&gameId=20180424OBSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,문학,-
2018,,<b>18:30</b>,"<span>NC</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">7</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180424&gameId=20180424NCSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180424&gameId=20180424NCSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R<br />KNN-R<br />DM-R,대구,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""win"">14</span><span>vs</span><span class=""lose"">8</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180424&gameId=20180424LTKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180424&gameId=20180424LTKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />PM-R,수원,-
2018,,<b>18:30</b>,<span>한화</span><em><span>vs</span></em><span>KIA</span>,,,SPO-T<br />G-CMB,KBC-R,광주,우천취소
2018,04.25(수),<b>18:30</b>,"<span>넥센</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">2</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425WOLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425WOLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,잠실,-
2018,,<b>18:30</b>,"<span>두산</span><em><span class=""lose"">6</span><span>vs</span><span class=""win"">7</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425OBSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425OBSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,문학,-
2018,,<b>18:30</b>,"<span>NC</span><em><span class=""win"">9</span><span>vs</span><span class=""lose"">2</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425NCSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425NCSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,T-R<br />KNN-R,대구,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">4</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425LTKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425LTKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />PM-R,수원,-
2018,,<b>18:30</b>,"<span>한화</span><em><span class=""win"">3</span><span>vs</span><span class=""lose"">2</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425HHHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180425&gameId=20180425HHHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T<br />G-CMB,KBC-R,광주,-
2018,04.26(목),<b>18:30</b>,"<span>넥센</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">11</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426WOLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426WOLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,잠실,-
2018,,<b>18:30</b>,"<span>두산</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426OBSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426OBSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,,문학,-
2018,,<b>18:30</b>,"<span>NC</span><em><span class=""win"">5</span><span>vs</span><span class=""lose"">2</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426NCSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426NCSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R<br />KNN-R<br />DM-R,대구,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">5</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426LTKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426LTKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,KNN-R<br />PM-R,수원,-
2018,,<b>18:30</b>,"<span>한화</span><em><span class=""win"">3</span><span>vs</span><span class=""lose"">1</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426HHHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180426&gameId=20180426HHHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T<br />G-CMB,KBC-R,광주,-
2018,04.27(금),<b>18:30</b>,"<span>두산</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">2</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427OBNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427OBNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>삼성</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">9</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427SSLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427SSLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R,잠실,-
2018,,<b>18:30</b>,"<span>한화</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">5</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427HHLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427HHLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />PM-R,사직,-
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">3</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427HTKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427HTKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,수원,-
2018,,<b>18:30</b>,"<span>SK</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">3</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427SKWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180427&gameId=20180427SKWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,고척,-
2018,04.28(토),<b>17:00</b>,"<span>두산</span><em><span class=""lose"">1</span><span>vs</span><span class=""win"">5</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428OBNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428OBNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />GM-R,마산,-
2018,,<b>17:00</b>,"<span>삼성</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">6</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428SSLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428SSLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R,잠실,-
2018,,<b>17:00</b>,"<span>한화</span><em><span class=""win"">4</span><span>vs</span><span class=""lose"">2</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428HHLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428HHLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />PM-R,사직,-
2018,,<b>17:00</b>,"<span>KIA</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">9</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428HTKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428HTKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,수원,-
2018,,<b>17:00</b>,"<span>SK</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">4</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428SKWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180428&gameId=20180428SKWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,고척,-
2018,04.29(일),<b>14:00</b>,"<span>두산</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">1</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429OBNC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429OBNC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />GM-R,마산,-
2018,,<b>14:00</b>,"<span>삼성</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">7</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429SSLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429SSLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,T-R,잠실,-
2018,,<b>14:00</b>,"<span>한화</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429HHLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429HHLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,KNN-R<br />PM-R,사직,-
2018,,<b>14:00</b>,"<span>KIA</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">5</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429HTKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429HTKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,,수원,-
2018,,<b>14:00</b>,"<span>SK</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">8</span></em><span>넥센</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429SKWO0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180429&gameId=20180429SKWO0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,고척,-
2018,05.01(화),<b>18:30</b>,"<span>넥센</span><em><span class=""win"">13</span><span>vs</span><span class=""lose"">4</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501WONC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501WONC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>KT</span><em><span class=""lose"">2</span><span>vs</span><span class=""win"">4</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501KTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501KTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,,잠실,-
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""lose"">0</span><span>vs</span><span class=""win"">4</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501HTLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501HTLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,사직,-
2018,,<b>18:30</b>,"<span>SK</span><em><span class=""win"">12</span><span>vs</span><span class=""lose"">3</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501SKSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501SKSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R,대구,-
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">5</span><span>vs</span><span class=""win"">6</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501LGHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180501&gameId=20180501LGHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,TJ-R<br />TM-R,대전,-
2018,05.02(수),<b>18:30</b>,"<span>넥센</span><em><span class=""lose"">8</span><span>vs</span><span class=""win"">13</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180502&gameId=20180502WONC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180502&gameId=20180502WONC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,<span>KT</span><em><span>vs</span></em><span>두산</span>,,,MS-T,,잠실,우천취소
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""win"">12</span><span>vs</span><span class=""lose"">6</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180502&gameId=20180502HTLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180502&gameId=20180502HTLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,사직,-
2018,,<b>18:30</b>,"<span>SK</span><em><span class=""win"">7</span><span>vs</span><span class=""lose"">4</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180502&gameId=20180502SKSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180502&gameId=20180502SKSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R<br />DM-R,대구,-
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">4</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180502&gameId=20180502LGHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180502&gameId=20180502LGHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,TJ-R<br />TM-R<br />DK-R,대전,-
2018,05.03(목),<b>18:30</b>,"<span>넥센</span><em><span class=""win"">13</span><span>vs</span><span class=""lose"">9</span></em><span>NC</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503WONC0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503WONC0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,KNN-R<br />GM-R,마산,-
2018,,<b>18:30</b>,"<span>KT</span><em><span class=""win"">3</span><span>vs</span><span class=""lose"">2</span></em><span>두산</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503KTOB0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503KTOB0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,,잠실,-
2018,,<b>18:30</b>,"<span>KIA</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>롯데</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503HTLT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503HTLT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />PM-R,사직,-
2018,,<b>18:30</b>,"<span>SK</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">8</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503SKSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503SKSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R<br />DM-R,대구,-
2018,,<b>18:30</b>,"<span>LG</span><em><span class=""lose"">3</span><span>vs</span><span class=""win"">7</span></em><span>한화</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503LGHH0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180503&gameId=20180503LGHH0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,TJ-R<br />TM-R<br />DK-R,대전,-
2018,05.04(금),<b>18:30</b>,"<span>두산</span><em><span class=""win"">11</span><span>vs</span><span class=""lose"">8</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504OBLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504OBLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,MS-T,,잠실,-
2018,,<b>18:30</b>,"<span>롯데</span><em><span class=""lose"">4</span><span>vs</span><span class=""win"">5</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504LTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504LTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-2T,T-R<br />DM-R,문학,-
2018,,<b>18:30</b>,"<span>한화</span><em><span class=""win"">9</span><span>vs</span><span class=""lose"">6</span></em><span>삼성</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504HHSS0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504HHSS0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T,T-R<br />DM-R,대구,-
2018,,<b>18:30</b>,"<span>넥센</span><em><span class=""win"">11</span><span>vs</span><span class=""lose"">1</span></em><span>KT</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504WOKT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504WOKT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,KN-T,,수원,-
2018,,<b>18:30</b>,"<span>NC</span><em><span class=""win"">6</span><span>vs</span><span class=""lose"">5</span></em><span>KIA</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504NCHT0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180504&gameId=20180504NCHT0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SS-T,KNN-R<br />KBC-R,광주,-
2018,05.05(토),<b>14:00</b>,"<span>두산</span><em><span class=""win"">3</span><span>vs</span><span class=""lose"">0</span></em><span>LG</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180505&gameId=20180505OBLG0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180505&gameId=20180505OBLG0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,M-T,,잠실,-
2018,,<b>14:00</b>,"<span>롯데</span><em><span class=""win"">8</span><span>vs</span><span class=""lose"">1</span></em><span>SK</span>",<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180505&gameId=20180505LTSK0&section=REVIEW' class='btn2 mr5' id='btnReview'>리뷰</a>,<a href='/Schedule/GameCenter/Main.aspx?gameDate=20180505&gameId=20180505LTSK0&section=HIGHLIGHT' class='btn2' id='btnHighlight' style='width:65px;'>하이라이트</a>,SPO-T<br />SPO-2T,KNN-R<br />PM-R,문학,-
